artist,bio,listeners,playcount,similar_artist
Coez,"Silvano Albanese (born in Nocera Inferiore, Italy on 11 July 1983) and better known by his stage name Coez is an Italian singer and rapper. <a href=""https://www.last.fm/music/Coez"">Read more on Last.fm</a>",92283,4059488,"['Frah Quintale', 'Franco126', 'Luchè', 'Marracash', 'Nayt']"
Ocie Elliott,"Ocie Elliott is a musical duo comprised of Jon Middleton and Sierra Lundy from Victoria, B.C., Canada. The two met on Salt Spring Island in the summer of 2012 and started singing together three years later.

In late October 2017, they released their first EP to the world, recorded in the woods of Vancouver Island, and immediately attracted an international following. Since then, they’ve toured Europe and the western United States and opened shows for the likes of Mason Jennings <a href=""https://www.last.fm/music/Ocie+Elliott"">Read more on Last.fm</a>",277677,3187921,"['Harrison Storm', 'Hollow Coves', 'Old Sea Brigade', 'Jon and Roy', 'Salt Tree']"
Emotional Oranges,"Emotional Oranges is an American R&B/pop duo from Los Angeles, California. The group formed in 2017 in Los Angeles, California when A, an audio engineer for Drake and V, a vocal coach for Adele met at a bat mitzvah in 2017.

The group's members use pseudonyms and not their real names, ""A"" explains that:
""In all honesty, I came from a genuine place of like wanting to live a normal life. I have a girlfriend, our singer I actually met through my best friend, they were dating at the time. <a href=""https://www.last.fm/music/Emotional+Oranges"">Read more on Last.fm</a>",493676,10451062,"['Unusual Demont', 'Chiiild', 'Jenevieve', 'Christian Kuria', 'THEY.']"
Jadu Heart,"Jadu Heart is an English alternative/indie duo formed by Diva-Sachy Jeffrey and Alex Headford. Known for their genre-blending sound that fuses dream pop, shoegaze, psych-rock, and lo-fi indie, the pair debuted in 2016 with their EP Wanderflower. Early in their career, they performed as masked alter egos, Dina and Faro, creating a fictional universe to complement their ethereal and narrative-driven music.

Over time, Jadu Heart’s sound evolved, shifting toward darker <a href=""https://www.last.fm/music/Jadu+Heart"">Read more on Last.fm</a>",478032,7719418,"['Two People', 'Tokyo Tea Room', 'Night Tapes', 'New Constellations', 'Honeymoan']"
Charlie Cunningham,"Charlie Cunningham is an English singer-songwriter based in Oxford.

Cunningham is a fresh talent, proving to be more than just a man with a guitar and a voice; a regularity that we have become all too familiar with. His new and ambitious EP Outside Things combines beautiful, yet honest song-writing with such percussive guitar playing that he truly stands out from the crowd.

Title track “Outside Things’” premièred on Best Fit; the lyrics are from the perspective of a newly-born baby. <a href=""https://www.last.fm/music/Charlie+Cunningham"">Read more on Last.fm</a>",297166,4008797,"['Blanco White', 'Old Sea Brigade', 'Jesse Marchant', 'Nick Mulvey', 'Dustin Tebbutt']"
Silvana Estrada,"Silvana Estrada is a Mexican singer and composer with influences from Latin American folk, indie music, and jazz. Born and raised in Veracruz, Mexico, she currently resides in Mexico City. <a href=""https://www.last.fm/music/Silvana+Estrada"">Read more on Last.fm</a>",157978,3796961,"['Laura Itandehui', 'Natalia Lafourcade', 'Daniel, Me Estás Matando', 'César y su Jardín', 'Ximena Sariñana']"
La Bien Querida,"La Bien Querida (The Well Liked) is the stage name Ana Fernández-Villaverde (born in Bilbao, November 6, 1972) used to develop her musical career. A painter by trade, she decided to initiate in 2007 her trajectory into the music world, motivated by the frontman of Los Planetas. <a href=""https://www.last.fm/music/La+Bien+Querida"">Read more on Last.fm</a>",76139,2374692,"['Rigoberta Bandini', 'León Benavente', 'Zahara', 'Amaia', 'Los Punsetes']"
Peter Bradley Adams,"Peter Bradley Adams is a American folk-pop singer-songwriter from Birmingham, Alabama. Before embarking on his solo career in 2005, Adams was a founding member of the critically-acclaimed folk/pop duo eastmountainsouth (formed in 2001 with Kat Maslich-Bode). Since eastmountainsouth split in 2004, Adams has garnered critical acclaim as a solo artist: In May 2009, ""Leavetaking"" earned IAP's ""Best CD's of 2008"" Award for Best Singer-Songwriter-Male. Adams released his third solo album titled ""Traces"" with Sarathan Records on October 20, 2009. <a href=""https://www.last.fm/music/Peter+Bradley+Adams"">Read more on Last.fm</a>",410963,3630765,"['Joshua Radin', 'Rosi Golan', 'Austin Basham', 'Joshua Hyslop', 'Down Like Silver']"
Mansionair,"Mansionair are Jack Froggatt, Lachlan Bostock and Alex Nicholls, three early-20-something multi-instrumentalists from Sydney. 
 <a href=""https://www.last.fm/music/Mansionair"">Read more on Last.fm</a>",328729,3574016,"['Tender', 'Crooked Colours', 'Vera Blue', 'Vancouver Sleep Clinic', 'Lanks']"
Sienna,"There are two artists known as Sienna. The wikis here are sperate.

1. Six-piece Sienna have been quietly making quite a noise in their native Scotland. Formed in Summer 2012 from Kinross -- known to most as home of T In The Park -- they are the first band from their hometown to have performed at the legendary festival, where they packed out the T Break tent (a feat unheard of for an unsigned band), following in the footsteps of fellow Scots Biffy Clyro. <a href=""https://www.last.fm/music/Sienna"">Read more on Last.fm</a>",12613,159247,"['Michael Foster', 'Alfred García', 'Carmen 113', 'Ultraligera', 'Comandante Twin']"
Laura Les,"Laura Les (born December 2, 1994) is an American singer, songwriter, producer and guitarist who makes up one half of the band 100 gecs along with Dylan Brady. Outside of 100 gecs she has her own solo music career, where she released music initially as osno1 before later using her own name. 

Les grew up in a suburb of St. Louis, Missouri. As a teenager, she became interested in music while learning to play guitar. She later moved to Chicago in 2013, where she attented Columbia College. <a href=""https://www.last.fm/music/laura+les"">Read more on Last.fm</a>",559696,9069072,"['OSNO1', '100 gecs', 'Dylan Brady', 'Alice Gas', 'fraxiom']"
Tom Misch,"“Apparently, I have a sound , and people can hear it,” Tom Misch claims modestly. For someone with a cohesive and sprawling body of mellow beats behind him, he seems mildly bewildered that this is the case. “I try so many genres that it’s hard sometimes to pinpoint. I guess my sound is uplifting, soulful, funky — and happy more than it is sad.” It’s a perfect description of his debut album, due in 2018, which brings together low-slung hip-hop beats, glittering disco, and noodling jazz instrumentation in a way only Misch can. <a href=""https://www.last.fm/music/Tom+Misch"">Read more on Last.fm</a>",792629,21325822,"['Tom Misch & Yussef Dayes', 'Jordan Rakei', 'Loyle Carner', 'Oscar Jerome', 'Moonchild']"
Luis Trindade," <a href=""https://www.last.fm/music/Luis+Trindade"">Read more on Last.fm</a>",19120,57039,"['Tori Forsyth', 'Hush Kids', 'Silver Lining', 'Aliocha', 'Adam Torres']"
Guille Galván," <a href=""https://www.last.fm/music/Guille+Galv%C3%A1n"">Read more on Last.fm</a>",142,428,"['Estrella fugaz', 'Carlangas', 'De Fem', 'Fillas de Cassandra', 'BRONQUIO']"
FKJ,"French Kiwi Juice, or FKJ for short, is the moniker of Vincent Fenton, a nod to his Gallic mother and New Zealander father. He grew up in a small French village outside of Tours, isolated from his friends, and so he turned to music for company. He got hooked on his parents’ records by Pink Floyd, Billie Holliday, Nina Simone and Queen, and took up guitar; then, aged seven, the saxophone. “I would play with whatever toys were around, and that helped develop my imagination <a href=""https://www.last.fm/music/FKJ"">Read more on Last.fm</a>",816070,14670656,"['FKJ, ((( O )))', 'Leisure', 'Franc Moody', 'Alina Baraz & Galimatias', 'Jungle']"
Silvio Rodríguez,"Silvio Rodríguez Domínguez (born November 29, 1946 in San Antonio de los Baños, La Habana, Cuba) is a Cuban musician, and one of the best known artists of the nueva trova movement. 

His musical career started at age 17 while he was doing his military service in the recently formed FAR (Revolutionary Armed Forces) created in late 1961 after the failed invasion of Cuba by the U.S.A. led mainly by the C.I.A. and the Cuban exiles in that country, the self-titled ""Gusanos"", ordered by former president John F. Kennedy. <a href=""https://www.last.fm/music/+noredirect/SILVIO+RODR%C3%8DGUEZ"">Read more on Last.fm</a>",159462,6170821,[]
bleachblonde," <a href=""https://www.last.fm/music/bleachblonde"">Read more on Last.fm</a>",573,27180,"['User 771815816', 'protectedcharms', 'w3bcam', 'instagram_filter', 'webcam2']"
CLUBZ,"Orlando Fernández and Coco Santos are the headmasters behind this project that originally started out in Monterrey, Nuevo León, México. This duo started back in 2013 and became significant pioneers in reviving a nostalgic 80’s and 90’s vibe inside the Mexican musical scene. Clubz came to be one of the most innovative and authentic Hispanic artists recognized internationally by music media influencers like THE FADER, Stereogum, to mention a few. <a href=""https://www.last.fm/music/CLUBZ"">Read more on Last.fm</a>",106434,1973039,"['Noah Pino Palo', 'Little Jesus', 'Camilo Séptimo', 'young tender', 'Ruzzi']"
Dean Lewis,"Dean Loaney (born 21 October 1987), known professionally as Dean Lewis, is a singer/songwriter from Sydney, Australia.

Lewis is best known for his 2016 single ""Waves"", which was certified 7× Platinum in Australia in 2019, and his 2018 single ""Be Alright"", which reached number one in Australia and was certified platinum within four weeks of release, eventually reaching 11× Platinum in Australia and multi platinum worldwide, including double platinum in the United States. <a href=""https://www.last.fm/music/Dean+Lewis"">Read more on Last.fm</a>",944558,25310543,"['Lewis Capaldi', 'Matt Hansen', 'Caleb Hearn', 'Alex Warren', 'Cian Ducrot']"
Sebastián Cortés," <a href=""https://www.last.fm/music/Sebasti%C3%A1n+Cort%C3%A9s"">Read more on Last.fm</a>",35598,760477,"['daniel sabater', 'Maria Blaya', 'trashi', 'MarMi', 'Hens']"
Lola Marsh,"Lola Marsh is an indie folk band formed by Gil Landau and Yael Shoshana Cohen. 
The two met after studying music and they quickly began to write, record and perform together. Mati Gilad (Bass), Rami Osservaser (Guitar, Piano), Dekel Dvir (Drums) joined them shortly after. 
Their music combines deep, warm, nostalgic vocals, heart-on-the-sleeve-lyrics and Middle Eastern guitar melodies. 
Following massive performances in leading festivals and after attracting media praise, they signed with the leading indie label Anova Music. <a href=""https://www.last.fm/music/Lola+Marsh"">Read more on Last.fm</a>",260494,3179204,"['Champs', 'Freedom Fry', 'The Pierces', 'Giant Rooks', 'Telenova']"
Mikel Izal,"Mikel Izal, (Pamplona, 1982) es un destacado compositor y cantante reconocido por su participación en el grupo IZAL. Su incursión en el mundo de la música profesional se produjo a los 24 años, tras su llegada a Madrid. En la capital, comenzó a frecuentar el circuito de cantautores, obteniendo en 2008 diversos premios relacionados con la música de autor, como el Certamen de Jóvenes Creadores de la Comunidad de Madrid. En 2010, Mikel Izal emprende un nuevo camino al fundar el grupo IZAL <a href=""https://www.last.fm/music/Mikel+Izal"">Read more on Last.fm</a>",11199,167755,"['Siloé', 'Xoel López', 'Zahara', 'Nil Moliner', 'Travis Birds']"
Ismael Serrano,"The singer/songwriter Ismael Serrano was born in the neighborhood of Vallecas of Madrid (Spain) in March 9, 1974. After studying Physics in the Complutense University of this same city, Ismael Serrano starts his musical career in the early nineties in Madrid, singing in a new bar/café circuit, with names as Libertad 8, Galileo and Nuevos Juglares. The movement proved to be very popular again, with live music performances of new singers that remembers <a href=""https://www.last.fm/music/Ismael+Serrano"">Read more on Last.fm</a>",96231,2620924,"['Joaquín Sabina', 'Pedro Guerra', 'Luis Eduardo Aute', 'Alejandro Filio', 'Joan Manuel Serrat']"
Maggie Rogers,"Maggie Rogers (born Margaret Debay Rogers on April 25, 1994) is an American musician, singer-songwriter, and producer from Easton, Maryland. She rose to fame after her song ""Alaska"" was played to Pharrell Williams during a master class at New York University. Her songs ""Alaska"" and ""Dog Years"" placed numbers 64 and 173 on Triple J Hottest 100, 2016, respectively.

After the Pharrell video went viral, several different record labels tried to sign Rogers. <a href=""https://www.last.fm/music/Maggie+Rogers"">Read more on Last.fm</a>",907331,34898239,"['MUNA', 'Holly Humberstone', 'Katie Gavin', 'HAIM', 'Bleachers']"
Naomi Wild,"Los Angeles-based singer/songwriter Naomi Wild got her start as featured vocalist on a handful of electronic pop hits before making her solo debut in 2017. With R&B, dance, and hip-hop influences, Wild began songwriting in college, reaching out to other songwriters and producers over the Internet with vocals recorded on her smartphone. In 2016, she caught the attention of Tim Legend, who recruited her for his song ""Hope."" Electronic duo ODESZA were the next artists to hear her airy vocals. <a href=""https://www.last.fm/music/Naomi+Wild"">Read more on Last.fm</a>",37349,252332,"['Cassie Marin', 'Chloe Tang', 'Tara Carosielli', 'mai.la', 'Emilia Ali']"
Sidonie,"Sidonie is a Spanish indie rock and psychedelic rock band from Barcelona, founded in 1997. The band's members are Marc Ros (vocals, guitar, and bass), Jesús Senra (backing vocals, bass, sitar, and guitars), and Axel Pi (drums and percussion).

The band initially sang in English and released their first two albums in that language. However, starting with their third album, they began to sing exclusively in Spanish. Throughout their career, they have shown clear influences from artists like George Harrison <a href=""https://www.last.fm/music/Sidonie"">Read more on Last.fm</a>",115915,2580304,"['Lori Meyers', 'Supersubmarina', 'Izal', 'Vetusta Morla', 'Miss Caffeina']"
Benny Sings,"Benny Sings, stage name of Tim van Berkestijn (born 1977 in Dordrecht, The Netherlands), is a Dutch producer, songwriter, multi-instrumentalist and singer, based in Amsterdam.  His music is a warm blend of hiphop, soul and jazz elements. Seven Benny Sings studio albums have been released thus far: Champagne People (2003) was the first, Music (2021) the most recent.

As a producer, Benny Sings was a bit of an 'in house producer' for the Dox Records label. <a href=""https://www.last.fm/music/Benny+Sings"">Read more on Last.fm</a>",484351,5968414,"['Tom Misch', 'Vulfmon', 'Joesef', 'Joel Culpepper', 'Aaron Frazer']"
Glasses,"There are at LEAST three bands with the name Glasses:

1. GLASSES. is a Hardcore/Punk Band from Germany. The Band was founded in June 2008 by Ex-Perth Express, the 244 GL, The F.A. and Trainwreck/Eaves Members.
The first Show was played on December 28th in Aachen /Germany. They also recorded their first album in December 2008. The Album came out in February. Preorders (white vinyl) were sold our after only 12 hours. After this, they started massive touring. <a href=""https://www.last.fm/music/Glasses"">Read more on Last.fm</a>",17917,237168,"['Trainwreck', 'Ghostlimb', 'Sailing On', 'Perth Express', 'Zann']"
Yoke Lore,"Yoke Lore is American musician Adrian Galvin, formerly of Walk the Moon and Yellerkin.

Raised in Katonah, New York by a director and an actor/sculptor, Galvin was encouraged to explore the visual and performing arts in his youth, eventually focusing on both playing drums and dance. He was a contributing songwriter to Walk the Moon while in college, and went solo with Yellerkin in 2013. 

Featuring bright, harmonic anthems and thudding drums, his first EP as Yoke Lore, Far Shore, was released in the spring of 2016 by B3SCI Records. <a href=""https://www.last.fm/music/Yoke+Lore"">Read more on Last.fm</a>",489010,6699669,"['sjowgren', 'Rainbow Kitten Surprise', 'Del Water Gap', 'Hippo Campus', 'Flor']"
Deepend,"Deepend is a Dutch deep house DJ duo consisting of Falco van den Aker and Robert ""Bob"" van Ratingen. They gained international recognition after their remix of Matt Simon's ""Catch & Release"" peaked at number one in five countries and the European Airplay charts. The duo racked in over 130 million Spotify plays and 50 million YouTube streams for the remix. <a href=""https://www.last.fm/music/Deepend"">Read more on Last.fm</a>",182193,1415244,"['Deep Chills', 'Planet Wave House', 'Cale', 'PHURS', 'LexMorris']"
Nina,"There are at least fifteen artists and groups known as Nina:

(1) Nina Cristante is an Italian-born, London-based artist, musician, nutritionist, and personal trainer. She frequently collaborates with Dean Blunt. Cristante released her debut album, ""Complications,"" in May 2017, which was later removed from her Bandcamp. Songs from ""Complications"" appeared on the Hype Williams album ""Rainbow Edition,"" released on August 26, 2017. She is also an active member of bar italia. <a href=""https://www.last.fm/music/Nina"">Read more on Last.fm</a>",299173,4269277,"['Michael Oakley', 'Timecop1983', 'W O L F C L U B', 'Kalax', 'Jessie Frye']"
Izïa,"Izïa Higelin (Paris, 24 September 1990), better known as Izia, is a French singer and actress.

She released her first EP in 2006 and her debut album, Izia, was released in June 2009, reaching #31 on the French charts. She has recorded several appearances in French film productions such as Saint-Amour, Samba and Mune: The Keeper of the Moon.

Izïa was born in Paris on 24 September 1990. She is the daughter of Jacques Higelin, a famous French singer-songwriter, and Aziza Zakine, a dancer and chorus girl of Tunisian descent. <a href=""https://www.last.fm/music/+noredirect/Iz%C3%AFa"">Read more on Last.fm</a>",39618,467100,"['Tim Dup', 'Ben Mazué', 'Mademoiselle K', 'Clara Ysé', '-M-']"
Klyne," <a href=""https://www.last.fm/music/Klyne"">Read more on Last.fm</a>",221082,1512696,"['Farr', 'Mild Minds', 'Neil Frances', 'Henry Green', 'Crooked Colours']"
LA ÉLITE," <a href=""https://www.last.fm/music/+noredirect/La+%C3%A9lite"">Read more on Last.fm</a>",18030,550505,[]
Franco126,"Franco126, pseudonym of Federico Bertollini, is an Italian singer-songwriter and rapper born in Rome on 4 July 1992.
He's a member of the “126” (also known as “CXXVI” in Roman numerals) musical collective, hence the suffix he shares with other members. <a href=""https://www.last.fm/music/Franco126"">Read more on Last.fm</a>",41595,2119559,"['Frah Quintale', 'Calcutta', 'GAZZELLE', 'Coez', 'PSICOLOGI']"
Dorian,"There are several artists/bands with the name Dorian:

1) Dorian is a Spanish electro-pop band. They were born in 2002 in Barcelona, Spain with the common necessity to develop a sound that conjugated the tradition of the Spanish pop with contemporary electronic music.
The members are: Mark (voice, guitar, programmings) Belly (piano, keyboard, programmings) Bart (bass) Jordi (drums).

Up to 2007 they published 2 albums: ""10.000 Metrópolis""(2004) and ""El futuro no es de nadie""(2006). <a href=""https://www.last.fm/music/Dorian"">Read more on Last.fm</a>",197700,3622356,"['Lori Meyers', 'Sidonie', 'Love of Lesbian', 'Viva Suecia', 'Miss Caffeina']"
El Jose," <a href=""https://www.last.fm/music/El+Jose"">Read more on Last.fm</a>",7718,125447,"['Pedro Pastor', 'Antílopez', 'Mr. Kilombo', 'El Niño de La Hipoteca', 'la otra']"
Rufus T. Firefly,"Rufus T. Firefly is an alternative rock band from Aranjuez (Madrid), currently composed of Víctor Cabezuelo (vocals and guitar), Julia Martín-Maestro (drums and programming), Carlos Campos (guitar), Juan Feo (percussion) Miguel de Lucas (bass) and Manola (keyboards). The group was formed in February 2006 and takes its name from the character played by Groucho Marx in the Marx Brothers film Duck Soup (1933).

Rufus T. Firefly was formed in 2006 and that year made it to the Madrid final of the Global Battle of the Bands competition. <a href=""https://www.last.fm/music/Rufus+T.+Firefly"">Read more on Last.fm</a>",30327,768346,"['Repion', 'Cala Vento', 'Alcalá Norte', 'Los Piratas', 'Sexy Zebras']"
IZAL,"In 2010, with more than 10 years of experience behind them, five musicians came together to form IZAL. A band made up of Mikel Izal (vocals, composer, guitar, ukulele), Emanuel Pérez “Gato” (bass), Alejandro Jordá (drums and percussion), Alberto Pérez (guitar, Lap Steel) and Iván Mella (piano, keyboards, synthesizers ). Coming from different geographical locations, Madrid became their ""base"" of operations, which is why the name ""Madrid band"" has been highly honored since its inception, despite not being originally from the capital. <a href=""https://www.last.fm/music/Izal"">Read more on Last.fm</a>",65894,3034302,"['Viva Suecia', 'Arde Bogotá', 'Vetusta Morla', 'Supersubmarina', 'Lori Meyers']"
Amatria," <a href=""https://www.last.fm/music/amatria"">Read more on Last.fm</a>",17810,270425,"['ELYELLA', 'Grises', 'Angel Stanich', 'Carmen Boza', 'was']"
Miel De Montagne,"In his parallel life, Miel de Montagne produces house music and mixes at parties in France and Europe. The only problem was that he was getting tired of the late hours and the club atmosphere. 

That's when Miel de Montagne arrived with his songs and his guitar. A young man of 23 who decides to leave Paris to live with his parents in the countryside. A way to get away from the fantasy of a fast-paced life that he doesn't really like. 

On electronic and pop-tinged prods <a href=""https://www.last.fm/music/Miel+De+Montagne"">Read more on Last.fm</a>",204700,2218223,"['Agav', 'Bleu Toucan', 'La Belle Vie', 'Pépite', 'Flavien Berger']"
The Marías,"Formed in Los Angeles in late 2016, The Marías is a smooth rendezvous of jazz percussion, hypnotic guitar riffs, smoke- velvet vocals and nostalgic horn solos, there’s something undeniably sensual in the group’s dreamlike fusion of jazz, psychedelia, funk and lounge.

The band is named after its lead singer María Zardoya, who was born in Puerto Rico and raised in Atlanta, Georgia. She and her partner Josh Conway, the drummer, met at a show at the Kibitz Room, the bar and music venue inside Canter's Deli in Los Angeles. <a href=""https://www.last.fm/music/The+Mar%C3%ADas"">Read more on Last.fm</a>",2414215,225041351,"['Not For Radio', 'Clairo', 'Men I Trust', 'Tokyo Tea Room', 'beabadoobee']"
091,"091 were a rock band from Granada (Spain) that were active from 1982 to 1996. They published 7 studio albums and a live one. Antonio Arias, bassist for the band, left to create Lagartija Nick in 1991.

Resurrected on 2016! <a href=""https://www.last.fm/music/091"">Read more on Last.fm</a>",22176,289404,"['José Ignacio Lapido', 'La Frontera', 'Los Enemigos', 'la granja', 'Josele Santiago']"
Current Joys,"Nicholas Foster Rattigan (born August 6, 1992) is an American singer-songwriter, multi-instrumentalist, and vocalist from Reno, Nevada. He currently releases music under the moniker Current Joys. His music can be characterized as indie, garage rock, shoegaze, new wave, experimental, or bedroom pop. He currently has seven albums released under the Current Joys name. Plus, he is also the lead singer and drummer of surf rock band  Surf Curse.

Nick felt that it was time to leave the TELE/VISIONS moniker behind. 

https://currentjoys.bandcamp.com/ <a href=""https://www.last.fm/music/Current+Joys"">Read more on Last.fm</a>",1718701,65296114,"['Surf Curse', 'Dream, Ivory', 'Strawberry Guy', 'VACATIONS', 'Salvia Palth']"
Milky Chance,"Milky Chance is a German alternative pop folk rock duo with reggae and electronic music influences made up of Clemens Rehbein as vocalist and musician and Philipp Dausch as DJ. Both originating from Kassel, they are signed to Kassel-based label Lichtdicht Records.

The duo finished their high school education at Jacob-Grimm Schule. Clemens played in a jazz quartet known as Flown Tones where he played bass guitar. Philipp was a DJ. 

Their first single 'Stolen Dance'  was released in 2012 <a href=""https://www.last.fm/music/Milky+Chance"">Read more on Last.fm</a>",1691480,38795109,"['Henry and the Waiter', 'Sir Sly', 'Broken Back', 'Giant Rooks', 'Vance Joy']"
James Blake,"James Blake (born 26 September 1988) is a Grammy-winning electronic musician and singer-songwriter from London, England, United Kingdom.  Blake is primarily considered a dubstep producer and is frequently heralded as a leading figure in the ""post-dubstep"" community, but he is also noted for his prominent soul influences.  Blake was nominated the Critic's Choice award by the 2011 BRIT Awards and the Sound of 2011 award by the BBC, and won second place in the latter. <a href=""https://www.last.fm/music/James+Blake"">Read more on Last.fm</a>",1917158,88840608,"['SBTRKT', 'Mount Kimbie', 'Sampha', 'Jamie xx', 'Jamie Woon']"
Two Door Cinema Club,"Two Door Cinema Club is a Bangor and Donaghadee, Northern Ireland, UK, electropop / alternative band, formed 2007, consisting of Alex Trimble (vocals, guitar), Kevin Baird (bass, vocals), Sam Halliday (guitar, vocals) and, live only, Benjamin Thompson (drums) and Jacob Berry (keyboard, vocals).  The band has released four albums: ""Tourist History"" (2010), ""Beacon"" (2012), ""Gameshow"" (2016), and ""False Alarm"" (2019).

The band's name resulted from Halliday's mispronunciation of the local cinema's name, Tudor Cinema. <a href=""https://www.last.fm/music/Two+Door+Cinema+Club"">Read more on Last.fm</a>",3110732,128055962,"['The Wombats', 'Foster the People', 'Phoenix', 'Saint Motel', 'Circa Waves']"
Her's,"Her’s were a Liverpool-based indie rock duo formed in the mid-2010s, known for their soft-focus guitar textures, understated grooves, and quietly emotional songwriting. The band consisted of Stephen Fitzpatrick (vocals, guitar) and Audun Laading (bass, backing vocals).

Fitzpatrick, from Barrow-in-Furness in Cumbria, and Laading, originally from Norway, met while studying in Liverpool. Coming from different countries and coastal towns, the pair bonded over shared humor <a href=""https://www.last.fm/music/Her%27s"">Read more on Last.fm</a>",1435760,45277676,"['VACATIONS', 'No Vacation', 'Vansire', 'mellow fellow', 'Yot Club']"
Tipling Rock,"Tipling Rock is an Independent and self-produced beach pop band out of Boston. <a href=""https://www.last.fm/music/Tipling+Rock"">Read more on Last.fm</a>",210636,2134633,"['Sleepy Soul', 'Last Dinosaurs', 'Dayglow', 'Phoneboy', 'Saint Motel']"
awfultune,"awfultune (she/they) is the music project of Layla Eden. Raconteur, songwriter, storyteller and vocalist who since 2018 has been producing and releasing music independently from a laptop in upstate New York, and now sits on top of over 300 million global streams - officially evolving out of indie bedroom-pop obscurity. <a href=""https://www.last.fm/music/awfultune"">Read more on Last.fm</a>",710126,11389133,"['dandelion hands', 'Ollie MN', 'flatsound', 'jagger finn', 'Cavetown']"
Gia Margaret,"Gia Margaret is an American singer-songwriter and producer from Chicago, Illinois. She describes the genre of her music as “sleep rock”. 

She was trained in classical piano as a child and began pursuing a degree in music before ending both endeavors. 

She built an initial following through her home-recorded pop & folk tunes on her Soundcloud & YouTube pages. She released her first full length album, There’s Always Glimmer, in July of 2018. <a href=""https://www.last.fm/music/Gia+Margaret"">Read more on Last.fm</a>",391738,5131993,"['Hana Stretton', 'The Vernon Spring', 'Ann Annie', 'North Americans', 'yes/and']"
Crisaunt," <a href=""https://www.last.fm/music/crisaunt"">Read more on Last.fm</a>",529875,6046032,"['juju<3', 'alex_g_offline', 'Current Joys', 'Zach Templar', '54 Ultra']"
The Kooks,"British alternative rock band that formed in Brighton, England, United Kingdom in 2004. The band currently consists of  Luke Pritchard (vocals, guitar), Hugh Harris (guitar), and Alexis Nunez (drums). They have released five studio albums; their 2006 debut Inside In/Inside Out peaked at number two on the UK Albums Chart, and their 2008 follow up Konk reached number one. The Junk Of The Heart (Happy) Songfacts reports that Pritchard found himself writing <a href=""https://www.last.fm/music/The+Kooks"">Read more on Last.fm</a>",3665849,164869385,"['The Wombats', 'Kaiser Chiefs', 'The Vaccines', 'The Pigeon Detectives', 'The Fratellis']"
Nunatak,"There are two bands named Nunatak. 1. A band from Antartica known for performing for Live Earth in 2007 2. A Spanish indie folk band with pop elements.

1. Nunatak is the British Antarctic Survey’s Rothera Research Station’s house band. The five person indie rock band is part of a science team investigating climate change and evolutional biology on the Antarctic Peninsula – a region where temperatures have risen by nearly 3°C during the last 50 years. <a href=""https://www.last.fm/music/Nunatak"">Read more on Last.fm</a>",7196,84566,"['Comandante Twin', 'Full', 'ELYELLA', 'Carmen 113', 'Luis Brea']"
"Daniel, Me Estás Matando","Daniel, Me Estás Matando es una banda de bolero-glam que nació en el 2018, compuesta por Daniel Zepeda e Iván de la Rioja.

Basándose en el lenguaje tradicional del bolero, los sublimes cromatismos románticos de Chopin, la magia de los sintetizadores, los samplers y la psicodelia legendaria de Kubrick, esta banda reúne estos elementos para sintetizarlo en lo que ellos mismos definen como boleroglam.

Desde su primer sencillo ""¿Qué se siente que me gustes tanto?"" en febrero del 2018 <a href=""https://www.last.fm/music/Daniel,+Me+Est%C3%A1s+Matando"">Read more on Last.fm</a>",156106,4105110,"['Los Rumberos', 'León Larregui', 'Caloncho', 'La Isla Centeno', 'Ed Maverick']"
Palace,"There are at least four artists/bands called Palace.

1. Palace is an indie rock three-piece from London, United Kingdom. Line-up: Leo Wyndham, Matt Hodges and Rupert Turner. Their music has been compared to bands such as Grizzly Bear, Fleet Foxes and Bon Iver. They released three full-length albums thus far:  So Long Forever (2016), Life After (2019) and Shoals (2022).

2. Palace is one of the many monikers that has been used at one point or another by American singer and songwriter, Will Oldham (1970). <a href=""https://www.last.fm/music/Palace"">Read more on Last.fm</a>",655195,14362114,"['Dope Lemon', 'Local Natives', 'Richy Mitch & The Coal Miners', 'Mt. Joy', 'Gregory Alan Isakov']"
Cage The Elephant,"Cage the Elephant is an alternative rock band which formed in 2005 in Bowling Green, Kentucky, United States.

The band consists of Matt Shultz (vocals), Brad Shultz (guitar), Nick Bockrath (guitar), Daniel Tichenor (bass, vocals), Jared Champion (drums) and Matthan Minster (keyboard, vocals, guitar). 

Their breakthrough single was Ain't No Rest For The Wicked, which peaked at #83 on the Billboard Hot 100, #32 on the UK Singles Chart and #3 on the Billboard Alternative Songs chart. <a href=""https://www.last.fm/music/Cage+the+Elephant"">Read more on Last.fm</a>",3342518,144016309,"['Young the Giant', 'The Strokes', 'Arctic Monkeys', 'Cold War Kids', 'Portugal. The Man']"
Rupatrupa," <a href=""https://www.last.fm/music/Rupatrupa"">Read more on Last.fm</a>",30843,622142,"['Muerdo', 'El Kanka', 'Macaco', 'Dread Mar I', 'Jorge Drexler']"
